Process,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,19,20,21,22,23,24,25,26,27,28,29,30
PTAP-1_P1,22183.87871568627,53599.84981824298,61759.367257125836,65878.84373742185,67635.74871455568,68499.54030060393,68939.84345948903,69152.97367711968,69250.96062927267,69291.29641410768,69303.13969994732,69301.1795249313,69292.78451947574,69281.6373041118,69269.56925897134,69257.48346842262,69245.81751118404,69234.7763026202,69224.44848635703,69214.86482587313,69206.02725415168,69197.92400847722,69190.53645633323,69183.84317343177,69177.82137327176,69172.44826687183,69167.70105667894,69163.5576110827,69159.99609427071,69142.97024411982
PTAP-1_P13,18345.992735294112,44326.894672241455,51074.78802459084,54481.58114592605,55934.53562548092,56648.88835634701,57013.01758558687,57197.45672387563,57290.40237354028,57337.11423412471,57360.55807851108,57372.31599838403,57378.210974353125,57381.16597212131,57382.647114030384,57383.3894670402,57383.76154187875,57383.94801952604,57384.04149862792,57384.088326934354,57384.11179357669,57384.123567082075,57384.12945255631,57384.132405609045,57384.13391614845,57384.13463216795,57384.135008642894,57384.135192213,57384.1352719497,57372.68030968148
PTAP-1_P2,178.7828010784314,431.9682507785468,497.7268766631989,530.9262802668391,545.0854090169184,552.0468192379449,555.5952803921102,557.3926507901507,558.2984117867636,558.7536216965862,558.9820834382211,559.0966650366379,559.154111900507,559.1829085504143,559.1973423174084,559.2045766890682,559.2082025766689,559.2100198095197,559.2109305329031,559.2113870578122,559.2116160739156,559.2117306213469,559.2117879845545,559.2118165588739,559.2118314180176,559.2118386152624,559.2118418902312,559.211843952236,559.2118449466923,559.1002154334163
PTAP-1_P3,480.9607897058824,1162.079294309881,1338.9828914783905,1428.2957975860584,1466.386629409336,1485.1141876080749,1494.6602441845796,1499.4955236026933,1501.9321983310424,1503.1568022336646,1503.7714083975852,1504.0796555344293,1504.2341992460133,1504.3116680351,1504.3504972567348,1504.3699594494867,1504.3797136888722,1504.384601987379,1504.3870523021951,1504.3882802649114,1504.3888956694846,1504.3892039878986,1504.3893586420386,1504.3894363236516,1504.3894754908865,1504.389494894286,1504.3895043641596,1504.3895095266378,1504.389512042624,1504.089206710561
PTAP-1_P5,1278.8228588235297,3089.8434879853908,3560.211071156644,3797.684452298609,3898.9638665243665,3948.758424389872,3974.140358730244,3986.996843830132,3993.4756987919077,3996.731788584359,3998.3659614285957,3999.18555652825,3999.596470207482,3999.802451347618,3999.905696350151,3999.957442474646,3999.9833780308313,3999.996376461621,4000.0028911700324,4000.006157072993,4000.007792881567,4000.0086132416427,4000.0090241873595,4000.009230760541,4000.0093338322117,4000.009385331595,4000.0094109572,4000.0094239380646,4000.009430898133,3999.2109519016185
PTAP-1_P6,201.41460029411766,486.6503493271818,560.7332436148237,598.1353012460384,614.0868089861921,621.9294517550496,625.9271064741143,627.9520028855359,628.9724225852466,629.4852566292307,629.7426388928335,629.8717251906527,629.9364441369145,629.9688861005127,629.9851468798005,629.9932970549943,629.997382171976,629.999429599025,630.0004551773758,630.0009693705446,630.0012271462758,630.0013563640163,630.0014211810926,630.0014534795238,630.0014697539981,630.0014780866435,630.0014822404056,630.0014842472701,630.0014854410683,629.8757248209916
PTAP-1_P7,43.16027149019608,104.28221767589386,120.15712368357568,128.17185025249063,131.59003049315945,133.27059682748705,134.12723706677352,134.5611434571829,134.77980480263938,134.88969786318398,134.94485115800197,134.97251253184282,134.98638092844627,134.99333272824538,134.9968172490313,134.99856366712928,134.9994390246092,134.99987768720052,135.00009758213685,135.00020779532503,135.0002629825371,135.00029066052073,135.0003045940677,135.0003115016421,135.00031500388462,135.00031673626697,135.00031761541152,135.00031809237217,135.0003182597291,134.97336961632828
PTAP-1_P8,24.27765271568628,58.65874746251442,67.58838205139803,72.09666574392985,74.01939216145952,74.9647107520903,75.44657090338193,75.69064322613784,75.81364018056577,75.87545504957912,75.90647876732812,75.92203834696396,75.92983923988031,75.93374963263874,75.93570972719246,75.9366921096539,75.93718445446714,75.93743124762385,75.93755490496764,75.93761686678423,75.93764792190407,75.9376634953301,75.93767135239507,75.93767524959404,75.93767719997092,75.93767819888446,75.937678658669,75.93767889106091,75.93767905312464,75.92252042160627
PTAP-2_P1,22183.87871568627,53599.84981824298,61759.367257125836,65878.84373742185,67635.74871455568,68499.54030060393,68939.84345948903,69152.97367711968,69250.96062927267,69291.29641410768,69303.13969994732,69301.1795249313,69292.78451947574,69281.6373041118,69269.56925897134,69257.48346842262,69245.81751118404,69234.7763026202,69224.44848635703,69214.86482587313,69206.02725415168,69197.92400847722,69190.53645633323,69183.84317343177,69177.82137327176,69172.44826687183,69167.70105667894,69163.5576110827,69159.99609427071,69142.97024411982
PTAP-2_P13,18345.992735294112,44326.894672241455,51074.78802459084,54481.58114592605,55934.53562548092,56648.88835634701,57013.01758558687,57197.45672387563,57290.40237354028,57337.11423412471,57360.55807851108,57372.31599838403,57378.210974353125,57381.16597212131,57382.647114030384,57383.3894670402,57383.76154187875,57383.94801952604,57384.04149862792,57384.088326934354,57384.11179357669,57384.123567082075,57384.12945255631,57384.132405609045,57384.13391614845,57384.13463216795,57384.135008642894,57384.135192213,57384.1352719497,57372.68030968148
PTAP-2_P2,178.7828010784314,431.9682507785468,497.7268766631989,530.9262802668391,545.0854090169184,552.0468192379449,555.5952803921102,557.3926507901507,558.2984117867636,558.7536216965862,558.9820834382211,559.0966650366379,559.154111900507,559.1829085504143,559.1973423174084,559.2045766890682,559.2082025766689,559.2100198095197,559.2109305329031,559.2113870578122,559.2116160739156,559.2117306213469,559.2117879845545,559.2118165588739,559.2118314180176,559.2118386152624,559.2118418902312,559.211843952236,559.2118449466923,559.1002154334163
PTAP-2_P3,480.9607897058824,1162.079294309881,1338.9828914783905,1428.2957975860584,1466.386629409336,1485.1141876080749,1494.6602441845796,1499.4955236026933,1501.9321983310424,1503.1568022336646,1503.7714083975852,1504.0796555344293,1504.2341992460133,1504.3116680351,1504.3504972567348,1504.3699594494867,1504.3797136888722,1504.384601987379,1504.3870523021951,1504.3882802649114,1504.3888956694846,1504.3892039878986,1504.3893586420386,1504.3894363236516,1504.3894754908865,1504.389494894286,1504.3895043641596,1504.3895095266378,1504.389512042624,1504.089206710561
PTAP-2_P5,1278.8228588235297,3089.8434879853908,3560.211071156644,3797.684452298609,3898.9638665243665,3948.758424389872,3974.140358730244,3986.996843830132,3993.4756987919077,3996.731788584359,3998.3659614285957,3999.18555652825,3999.596470207482,3999.802451347618,3999.905696350151,3999.957442474646,3999.9833780308313,3999.996376461621,4000.0028911700324,4000.006157072993,4000.007792881567,4000.0086132416427,4000.0090241873595,4000.009230760541,4000.0093338322117,4000.009385331595,4000.0094109572,4000.0094239380646,4000.009430898133,3999.2109519016185
PTAP-2_P6,201.41460029411766,486.6503493271818,560.7332436148237,598.1353012460384,614.0868089861921,621.9294517550496,625.9271064741143,627.9520028855359,628.9724225852466,629.4852566292307,629.7426388928335,629.8717251906527,629.9364441369145,629.9688861005127,629.9851468798005,629.9932970549943,629.997382171976,629.999429599025,630.0004551773758,630.0009693705446,630.0012271462758,630.0013563640163,630.0014211810926,630.0014534795238,630.0014697539981,630.0014780866435,630.0014822404056,630.0014842472701,630.0014854410683,629.8757248209916
