,Implementation,Maintenance,Oportunity,Transaction,Platform,Benefit,Total
0,-5652283.770651117,-8064853.578609208,-1122203.9568509927,-2967868.261222264,-1552617.5537151657,22745595.51876571,3385768.3977169655
