Process,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,19,20,21,22,23,24,25,26,27,28,29,30
PTAP-1_P1,20759.225954128437,46936.52365196532,50608.54591534243,50517.36195755623,48533.841896835256,45997.020407276985,43319.75678754684,40663.078107432324,38105.60546476348,35679.22604774818,33393.606272526595,31248.178899686623,29237.872870943585,27355.80983962186,25594.555665478118,23946.689782659978,22405.05435441951,20962.854603758246,19613.69000573913,18351.554233376017,17170.821348782756,16066.22665682762,15032.845559004374,14066.072617985765,13161.601160726392,12315.404095899776,11523.71567408311,10783.014550964926,10090.00777509914,9439.701180759808
PTAP-1_P13,17167.809715596326,38816.34644979379,41853.09645575504,41777.687625159684,40137.323238291654,38039.38044462286,35825.29248101748,33633.03885048937,31524.262622876544,29523.821396829615,27639.092548178585,25869.40664641789,24210.55597150665,22656.916403676998,21202.43234517188,19841.06492796982,18566.98848561052,17374.66953984251,16258.891559856593,15214.754976606155,14237.666442657606,13323.323624841685,12467.698615729298,11667.021323374227,10917.763360640765,10216.622721840587,9560.509398757087,8946.531759566682,8371.98386003493,7832.769638771967
PTAP-1_P2,167.30133678899082,378.2676273966838,407.8609385040798,407.12607494936105,391.14062554622956,370.69604699283246,349.119626780677,327.7559834435263,307.20583249436885,287.7114126190823,269.34461683193774,252.09892141875991,235.93332195240927,220.793011064765,206.61897654397035,193.35236933814332,180.93641788753385,169.31719815187856,158.44387465874755,148.26870099841173,138.7469146365899,129.8365889158573,121.49847181560659,113.69582347188182,106.3942596539625,99.56160205849388,93.16773825174116,87.18448932769545,81.58548557100174,76.33081056766899
PTAP-1_P3,450.07339954128446,1017.6140878713913,1097.2258971034626,1095.2489706209756,1052.24497671702,997.2450514962497,939.2002506669352,881.727861518928,826.4439260389896,774.0001141209112,724.5898317641434,678.195529682299,634.7068975604404,593.9764926405722,555.845560385674,520.1557858179294,486.754441875733,455.49646238115525,426.245090248977,398.8718779237829,373.25640542505874,349.28588216596046,326.8547123254073,305.86405852031965,286.2214200121603,267.84023135585244,250.63948413091552,234.54337127599334,219.4809533042346,205.34484721187158
PTAP-1_P5,1196.6966201834864,2705.726087787223,2917.405301657337,2912.1488659093534,2797.8058860261144,2651.5670183040115,2497.2321540145886,2344.419270120149,2197.4252491013185,2057.982810494637,1926.606200346797,1803.2487553618078,1687.6171731579568,1579.3194201636593,1477.9333854257786,1383.0381241393943,1294.2275537014295,1211.1159583850842,1133.339715157592,1060.5572966159011,992.4485182927169,928.7134828167685,869.0714218292252,813.2595376560117,761.0318805359702,712.1582826979794,666.4233513812361,623.6255234998139,583.5761789693843,545.9897978274051
PTAP-1_P6,188.479717706422,426.1518587997642,459.4913349353565,458.6634463876302,440.65442705528733,417.62180532489486,393.31406424102346,369.2460350335098,346.0944767475008,324.13229261541636,303.4404765391193,284.0116789863726,265.7997048058116,248.74280868101314,232.77450809543126,217.8285045053587,203.84083975072372,190.75076353839802,178.50100508578095,167.0377741193135,156.31064157339932,146.2723734922038,136.87874891020226,128.08837710655894,119.8625211226624,112.16492950657901,104.96167784498488,98.22101994763874,91.91324819856352,85.99339314368422
PTAP-1_P7,40.38851093577981,91.31825542462752,98.46242895718936,98.28502421478835,94.425948651919,89.49038687066721,84.28158517262365,79.12415035356925,74.16310213978835,69.45691985340197,65.02295924232776,60.85964549301661,56.95707961895217,53.302030428653204,49.88025175709051,46.67753668403749,43.68017994262239,40.87516358993176,38.250215388027414,35.79380875922539,33.49513748562664,31.344080036618212,29.331160492764287,27.447509388464105,25.684825965624675,24.03534203773204,22.491788108384657,21.047361423491626,19.69569603539014,18.427155675261712
PTAP-1_P8,22.71853740366973,51.36651869371264,55.3851162715275,55.28532610310782,53.11459612320377,50.33834263934634,47.40839169310666,44.50733459238903,41.71674494212025,39.06951741833062,36.57541456944961,34.233550611376124,32.03835727200187,29.98239210545678,28.057641622457478,26.2561144009852,24.570101218736045,22.992279534043675,21.51574616001988,20.134017422268954,18.841014834232627,17.631045020316158,16.498777781141126,15.439224037094295,14.447714607620837,13.519879902408336,12.651630810966372,11.83914079511726,11.078829024579493,10.365275069030565
PTAP-2_P1,20759.225954128437,46936.52365196532,50608.54591534243,50517.36195755623,48533.841896835256,45997.020407276985,43319.75678754684,40663.078107432324,38105.60546476348,35679.22604774818,33393.606272526595,31248.178899686623,29237.872870943585,27355.80983962186,25594.555665478118,23946.689782659978,22405.05435441951,20962.854603758246,19613.69000573913,18351.554233376017,17170.821348782756,16066.22665682762,15032.845559004374,14066.072617985765,13161.601160726392,12315.404095899776,11523.71567408311,10783.014550964926,10090.00777509914,9439.701180759808
PTAP-2_P13,17167.809715596326,38816.34644979379,41853.09645575504,41777.687625159684,40137.323238291654,38039.38044462286,35825.29248101748,33633.03885048937,31524.262622876544,29523.821396829615,27639.092548178585,25869.40664641789,24210.55597150665,22656.916403676998,21202.43234517188,19841.06492796982,18566.98848561052,17374.66953984251,16258.891559856593,15214.754976606155,14237.666442657606,13323.323624841685,12467.698615729298,11667.021323374227,10917.763360640765,10216.622721840587,9560.509398757087,8946.531759566682,8371.98386003493,7832.769638771967
