Process,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,19,20,21,22,23,24,25,26,27,28,29,30
PTAP-1_P1,21550.053609523806,50580.75623664399,56615.51418481805,58666.40268201006,58510.0764282176,57564.25562836867,56279.00385560888,54840.0499477721,53348.67732409383,51854.61496064021,50381.664308364634,48940.803900877836,47536.73601577911,46171.11475915814,44844.12737211376,43555.26596994066,42303.70282468964,41088.47302127596,39908.562563501066,38762.950705300434,37650.629863223636,36570.6150731968,35521.9476381349,34503.69674245305,33514.959420897874,32554.86038871625,31622.551159230756,30717.209493089762,29838.038373372434,28978.387317492605
PTAP-1_P13,17821.82151428571,41830.11448253969,46820.83891588381,48516.91676616224,48387.63548305978,47605.44488469985,46542.546015565356,45359.02386885645,44134.65404986109,42908.621074081086,41699.70356558311,40516.5869594756,39363.01430315419,38240.32604027209,37148.70416633002,36087.779476324526,35056.92737093349,34055.41154273024,33082.453675970806,32137.26693942875,31219.07207930637,30327.104813540795,29460.619126144662,28618.88862387252,27801.206823581204,27006.88696560439,26235.261795849307,25485.682968924393,24757.52063278489,24045.36203155118
PTAP-1_P2,173.67472104761904,407.6369778775511,456.27188712234096,472.80026766625,471.540413873212,463.91791947778535,453.55990611901836,442.0264116562014,430.09485428532946,418.14708932247095,406.3661156493915,394.83657324113926,383.5949384034499,372.6542738693147,362.01635311571664,351.6775783573698,341.63186267692515,331.8720307803042,322.3904977988287,313.1795963901344,304.2317325150469,295.53945783784127,287.09550277806665,278.8927883779859,270.92443019464866,263.18373557635067,255.66420177144127,248.3595112080435,241.2635256025711,234.323497167103
PTAP-1_P3,467.2190528571429,1096.6233993650796,1227.4608412050534,1271.925426380983,1268.5361719311054,1248.0301671752177,1220.165080512829,1189.1377194389581,1157.0394906198608,1124.8976601543882,1093.2045304501755,1062.187800805449,1031.9455991174193,1002.5130663917936,973.8949734056062,946.0816422948144,919.0566972959338,892.8008355541127,867.2936528827033,842.5145219346288,818.4430132535547,795.0590901047044,772.3431955000895,750.2762857989749,728.8398394659982,708.0158531845707,687.7868331373687,668.1357830547969,649.0461903387154,630.3761530381402
PTAP-1_P5,1242.285062857143,2915.8033241723356,3263.6859694633404,3381.9125032882384,3372.900842481613,3318.377588502573,3244.287328606127,3161.788921444414,3076.443193286245,2990.981533371874,2906.7129212739005,2824.2427824025713,2743.8320294439445,2665.57409988018,2589.481679220034,2515.5290309510106,2443.672617491798,2373.861113973512,2306.0402665093916,2240.155230781565,2176.15168555654,2113.9763566665847,2053.577243167114,1994.9037106712171,1937.9065117305954,1882.5377784899051,1828.7509965344502,1776.5009738271535,1725.7438061491937,1676.1021911467449
PTAP-1_P6,195.65989742857144,459.2390235283446,514.03054010582,532.6512192759188,531.2318826982975,522.6444701165858,510.97525423432234,497.98175511345084,484.53980296224415,471.0795914515854,457.8072850772523,444.8182382548547,432.1535446917793,419.827920739967,407.8433642859511,396.19582229003356,384.8784373356731,373.88312563261843,363.20134187035956,352.8244486417495,342.7438903486278,332.95127605790344,323.4384157328922,314.1973342485518,305.22027544032,296.4997000636459,288.0282819608721,279.7989033675729,271.8046495006884,263.986095062229
PTAP-1_P7,41.92712087619047,98.40836214965984,110.14940149875822,114.1395469747687,113.83540343199148,111.99524361559965,109.49469730749895,106.71037608123576,103.82995774907677,100.94562675014967,98.10156106376019,95.31819390539074,92.60433103417014,89.96312586779939,87.39500667187234,84.89910478428911,82.47395085016484,80.11781258569862,77.82885899765998,75.60523903558004,73.44511937272684,71.34670201826816,69.30823197113382,67.32800021693708,65.40434476463241,63.535650015245515,61.72034613102882,59.95690788197204,58.24385344326218,56.5684489468643
PTAP-1_P8,23.5840054952381,55.354703727891156,61.95903832415505,64.20349515273983,64.03241443833048,62.997324564556195,61.590767278997404,60.02458657065357,58.40435121774046,56.78191504811026,55.18212809178745,53.61648410554054,52.089936184513505,50.60425828264412,49.15969126886187,47.75574647065354,46.391597355126535,45.06626960828221,43.77873319484041,42.52794694738487,41.312879644018096,40.13251988463488,38.985880493122956,37.872000136949126,36.789943935088964,35.73880314992272,34.71769469870372,33.72576066766592,32.762167575652555,31.81975253781717
PTAP-2_P1,21550.053609523806,50580.75623664399,56615.51418481805,58666.40268201006,58510.0764282176,57564.25562836867,56279.00385560888,54840.0499477721,53348.67732409383,51854.61496064021,50381.664308364634,48940.803900877836,47536.73601577911,46171.11475915814,44844.12737211376,43555.26596994066,42303.70282468964,41088.47302127596,39908.562563501066,38762.950705300434,37650.629863223636,36570.6150731968,35521.9476381349,34503.69674245305,33514.959420897874,32554.86038871625,31622.551159230756,30717.209493089762,29838.038373372434,28978.387317492605
PTAP-2_P13,17821.82151428571,41830.11448253969,46820.83891588381,48516.91676616224,48387.63548305978,47605.44488469985,46542.546015565356,45359.02386885645,44134.65404986109,42908.621074081086,41699.70356558311,40516.5869594756,39363.01430315419,38240.32604027209,37148.70416633002,36087.779476324526,35056.92737093349,34055.41154273024,33082.453675970806,32137.26693942875,31219.07207930637,30327.104813540795,29460.619126144662,28618.88862387252,27801.206823581204,27006.88696560439,26235.261795849307,25485.682968924393,24757.52063278489,24045.36203155118
