Process,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,19,20,21,22,23,24,25,26,27,28,29,30
Cap-1_C1,35.206773082568795,79.60236766265463,85.82996284253093,85.67531866613079,82.3113521966653,78.00900974503804,73.46848337687597,68.97273362177599,64.64817465435208,60.54578293075121,56.68068761786259,53.05151586724623,49.64963873010259,46.46352258712558,43.48074895426859,40.68893365890843,38.07612976083678,35.63098950666144,33.34281513947232,31.201558901672104,29.19780099694959,27.32271847293266,25.56805110382814,23.92606740196642,22.38953153442642,20.951671983756075,19.60615189216966,18.3470412847778,17.16879095104533,16.063000921814943
Cap-1_D1,49061.96004587156,111300.56219089302,120694.0861223957,120757.6161891199,115933.34170960133,109813.00091539985,103391.4268659421,97050.35609619087,90958.60901679599,85183.46085957607,79744.0665960963,74637.48511755782,69851.10046797278,65368.4623697889,61171.99447519502,57244.224452387876,53568.32131051432,50128.309341743356,46909.13302249222,43896.65408617528,41077.61894274807,38439.61423993919,35971.018687430864,33660.95492109522,31499.24299644666,29476.356193058982,27583.379364045424,25811.969756984287,24154.320364652573,22598.613461849436
Cap-1_E1,223292.48302752286,508733.2714754649,555676.6908385835,557601.1921124415,534845.0146244371,506258.0962052627,476480.03388508625,447174.47325730673,419066.7235425624,392440.91781127336,367372.9355508594,343843.3661429652,321791.3264897485,301139.7338855268,281807.0070783698,263712.3683832195,246778.1464217081,230930.68144030756,216100.58627521174,202222.71510074884,189236.00455147555,177083.26616525842,165710.9615782448,155068.98039273088,145110.4254243972,135791.40883524984,127070.86039401365,118910.3467794423,111273.90264136138,104107.08624072048
Cap-1_R1,0.0,45588.15718373874,66273.25340204735,74435.59122309617,77339.33286365212,77826.7106753381,77122.70333526265,75788.33906667198,74094.50073961355,72180.38902681103,70123.59551427841,67971.84504113327,65757.61840838836,63505.0046189773,61232.99216082809,58957.114568094876,56690.3275617075,54443.52150919287,52225.85530057965,50044.998523758266,47907.32257511676,45818.06014053036,43781.443095740164,41800.823641738505,39878.78196235277,38017.22219665635,36217.45819083324,34480.29016321677,32806.07314427175,31183.605237540094
Cap-1_T1,33.86623463302752,76.57141580675027,82.56188811215809,82.41313217448331,79.17725259770683,75.03872679782508,70.6710862524012,66.34651735107387,62.186620902791674,58.24043246492543,54.52250512191929,51.03151828815379,47.759171527123186,44.69437042663643,41.82516933329841,39.13965562485463,36.62633724722236,34.27429851642356,32.07324901551732,30.013523579871546,28.08606107608077,26.28237447279363,24.59451808709181,23.015054814832318,21.537024322733906,20.15391293619578,18.859625066811713,17.648456545790538,16.515069451765743,15.451383652156213
Cap-1_T2,1.7566771504587153,3.9718397382375215,4.2825718250324885,4.274855700337438,4.107007228033635,3.8923375502769137,3.6657834472416475,3.441463517645428,3.225685321793955,3.0209923852245493,2.8281395892537606,2.6470584359080886,2.4773183744055434,2.3183439233237726,2.1695154498226246,2.030215034174945,1.8998465704899048,1.7778438526324216,1.6636731040855135,1.5568329825436429,1.4568534794889112,1.363294360589978,1.2757434774443392,1.193815058628787,1.1171480655672736,1.0454046255845653,0.9782685547326117,0.9154439715305348,0.8566539930925985,0.8014794937743367
Cap-2_C1,35.206773082568795,79.60236766265463,85.82996284253093,85.67531866613079,82.3113521966653,78.00900974503804,73.46848337687597,68.97273362177599,64.64817465435208,60.54578293075121,56.68068761786259,53.05151586724623,49.64963873010259,46.46352258712558,43.48074895426859,40.68893365890843,38.07612976083678,35.63098950666144,33.34281513947232,31.201558901672104,29.19780099694959,27.32271847293266,25.56805110382814,23.92606740196642,22.38953153442642,20.951671983756075,19.60615189216966,18.3470412847778,17.16879095104533,16.063000921814943
Cap-2_D1,49061.96004587156,111300.56219089302,120694.0861223957,120757.6161891199,115933.34170960133,109813.00091539985,103391.4268659421,97050.35609619087,90958.60901679599,85183.46085957607,79744.0665960963,74637.48511755782,69851.10046797278,65368.4623697889,61171.99447519502,57244.224452387876,53568.32131051432,50128.309341743356,46909.13302249222,43896.65408617528,41077.61894274807,38439.61423993919,35971.018687430864,33660.95492109522,31499.24299644666,29476.356193058982,27583.379364045424,25811.969756984287,24154.320364652573,22598.613461849436
Cap-2_E1,223292.48302752286,508733.2714754649,555676.6908385835,557601.1921124415,534845.0146244371,506258.0962052627,476480.03388508625,447174.47325730673,419066.7235425624,392440.91781127336,367372.9355508594,343843.3661429652,321791.3264897485,301139.7338855268,281807.0070783698,263712.3683832195,246778.1464217081,230930.68144030756,216100.58627521174,202222.71510074884,189236.00455147555,177083.26616525842,165710.9615782448,155068.98039273088,145110.4254243972,135791.40883524984,127070.86039401365,118910.3467794423,111273.90264136138,104107.08624072048
Cap-2_R1,0.0,45588.15718373874,66273.25340204735,74435.59122309617,77339.33286365212,77826.7106753381,77122.70333526265,75788.33906667198,74094.50073961355,72180.38902681103,70123.59551427841,67971.84504113327,65757.61840838836,63505.0046189773,61232.99216082809,58957.114568094876,56690.3275617075,54443.52150919287,52225.85530057965,50044.998523758266,47907.32257511676,45818.06014053036,43781.443095740164,41800.823641738505,39878.78196235277,38017.22219665635,36217.45819083324,34480.29016321677,32806.07314427175,31183.605237540094
Cap-2_T1,33.86623463302752,76.57141580675027,82.56188811215809,82.41313217448331,79.17725259770683,75.03872679782508,70.6710862524012,66.34651735107387,62.186620902791674,58.24043246492543,54.52250512191929,51.03151828815379,47.759171527123186,44.69437042663643,41.82516933329841,39.13965562485463,36.62633724722236,34.27429851642356,32.07324901551732,30.013523579871546,28.08606107608077,26.28237447279363,24.59451808709181,23.015054814832318,21.537024322733906,20.15391293619578,18.859625066811713,17.648456545790538,16.515069451765743,15.451383652156213
Cap-2_T2,1.7566771504587153,3.9718397382375215,4.2825718250324885,4.274855700337438,4.107007228033635,3.8923375502769137,3.6657834472416475,3.441463517645428,3.225685321793955,3.0209923852245493,2.8281395892537606,2.6470584359080886,2.4773183744055434,2.3183439233237726,2.1695154498226246,2.030215034174945,1.8998465704899048,1.7778438526324216,1.6636731040855135,1.5568329825436429,1.4568534794889112,1.363294360589978,1.2757434774443392,1.193815058628787,1.1171480655672736,1.0454046255845653,0.9782685547326117,0.9154439715305348,0.8566539930925985,0.8014794937743367
Cap-3_C1,35.206773082568795,79.60236766265463,85.82996284253093,85.67531866613079,82.3113521966653,78.00900974503804,73.46848337687597,68.97273362177599,64.64817465435208,60.54578293075121,56.68068761786259,53.05151586724623,49.64963873010259,46.46352258712558,43.48074895426859,40.68893365890843,38.07612976083678,35.63098950666144,33.34281513947232,31.201558901672104,29.19780099694959,27.32271847293266,25.56805110382814,23.92606740196642,22.38953153442642,20.951671983756075,19.60615189216966,18.3470412847778,17.16879095104533,16.063000921814943
